sample	sample_type
TCGA-31-1946	6
TCGA-31-1950	6
TCGA-31-1951	6
TCGA-31-1953	6
TCGA-31-1955	6
TCGA-31-1956	6
TCGA-31-1959	6
TCGA-32-1970	3
TCGA-32-1973	3
TCGA-32-1976	3
TCGA-32-1977	3
TCGA-32-1978	3
TCGA-32-1979	3
TCGA-32-1980	3
TCGA-32-1982	3
TCGA-32-1986	3
TCGA-32-1987	3
TCGA-32-1991	3
TCGA-32-2491	3
TCGA-32-2494	3
TCGA-32-2495	3
TCGA-32-2615	3
TCGA-32-2616	3
TCGA-32-2632	3
TCGA-32-2634	3
TCGA-32-2638	3
TCGA-32-4208	3
TCGA-32-4209	3
TCGA-32-4210	3
TCGA-32-4211	3
TCGA-32-4213	3
TCGA-32-4719	3
TCGA-32-5222	3
TCGA-33-4532	11
TCGA-33-4533	11
TCGA-33-4538	11
TCGA-33-4547	11
TCGA-33-4566	11
TCGA-33-4582	11
TCGA-33-4583	11
TCGA-33-4586	11
TCGA-33-4587	11
TCGA-33-4589	11
TCGA-33-6737	11
TCGA-33-6738	11
TCGA-34-2596	11
TCGA-34-2600	11
TCGA-34-2604	11
TCGA-34-2605	11
TCGA-34-2608	11
TCGA-34-2609	11
TCGA-34-5231	11
TCGA-34-5232	11
TCGA-34-5234	11
TCGA-34-5236	11
TCGA-34-5239	11
TCGA-34-5240	11
TCGA-34-5241	11
TCGA-34-5927	11
TCGA-34-5928	11
TCGA-34-5929	11
TCGA-34-7107	11
TCGA-34-8454	11
TCGA-34-8455	11
TCGA-34-8456	11
TCGA-35-3615	5
TCGA-35-4122	5
TCGA-35-4123	5
TCGA-35-5375	5
TCGA-36-1568	6
TCGA-36-1569	6
TCGA-36-1570	6
TCGA-36-1571	6
TCGA-36-1574	6
TCGA-36-1575	6
TCGA-36-1576	6
TCGA-36-1577	6
TCGA-36-1578	6
TCGA-36-1580	6
TCGA-36-1581	6
TCGA-36-2529	6
TCGA-36-2530	6
TCGA-36-2532	6
TCGA-36-2533	6
TCGA-36-2534	6
TCGA-36-2537	6
TCGA-36-2538	6
TCGA-36-2539	6
TCGA-36-2540	6
TCGA-36-2542	6
TCGA-36-2543	6
TCGA-36-2544	6
TCGA-36-2545	6
TCGA-36-2547	6
TCGA-36-2548	6
TCGA-36-2549	6
TCGA-36-2551	6
TCGA-36-2552	6
TCGA-37-3783	11
TCGA-37-3789	11
TCGA-37-3792	11
TCGA-37-4129	11
TCGA-37-4130	11
TCGA-37-4132	11
TCGA-37-4133	11
TCGA-37-4135	11
TCGA-37-4141	11
TCGA-37-5819	11
TCGA-38-4625	5
TCGA-38-4626	5
TCGA-38-4627	5
TCGA-38-4628	5
TCGA-38-4629	5
TCGA-38-4630	5
TCGA-38-4631	5
TCGA-38-4632	5
TCGA-38-6178	5
TCGA-38-7271	5
TCGA-38-A44F	5
TCGA-39-5011	11
TCGA-39-5016	11
TCGA-39-5019	11
TCGA-39-5021	11
TCGA-39-5022	11
TCGA-39-5024	11
TCGA-39-5027	11
TCGA-39-5028	11
TCGA-39-5029	11
TCGA-39-5030	11
TCGA-39-5031	11
TCGA-39-5034	11
TCGA-39-5035	11
TCGA-39-5036	11
TCGA-39-5037	11
TCGA-39-5039	11
TCGA-39-5040	11
TCGA-41-2571	3
TCGA-41-2572	3
TCGA-41-2573	3
TCGA-41-2575	3
TCGA-41-3392	3
TCGA-41-3393	3
TCGA-41-3915	3
TCGA-41-4097	3
TCGA-41-5651	3
TCGA-41-6646	3
TCGA-42-2582	6
TCGA-42-2587	6
TCGA-42-2588	6
TCGA-42-2589	6
TCGA-42-2590	6
TCGA-42-2591	6
TCGA-42-2593	6
TCGA-43-2576	11
TCGA-43-2578	11
TCGA-43-2581	11
TCGA-43-3394	11
TCGA-43-3920	11
TCGA-43-5668	11
TCGA-43-5670	11
TCGA-43-6143	11
TCGA-43-6647	11
TCGA-43-6770	11
TCGA-43-6771	11
TCGA-43-6773	11
TCGA-43-7656	11
TCGA-43-7657	11
TCGA-43-7658	11
TCGA-43-8115	11
TCGA-43-8116	11
TCGA-43-8118	11
TCGA-43-A474	11
TCGA-43-A475	11
TCGA-44-2655	5
TCGA-44-2656	5
TCGA-44-2657	5
TCGA-44-2659	5
TCGA-44-2661	5
TCGA-44-2662	5
TCGA-44-2664	5
TCGA-44-2665	5
TCGA-44-2666	5
TCGA-44-2668	5
TCGA-44-3396	5
TCGA-44-3398	5
TCGA-44-3917	5
TCGA-44-3918	5
TCGA-44-3919	5
TCGA-44-4112	5
TCGA-44-5643	5
TCGA-44-5644	5
TCGA-44-5645	5
TCGA-44-6144	5
TCGA-44-6145	5
TCGA-44-6146	5
TCGA-44-6147	5
TCGA-44-6148	5
TCGA-44-6774	5
TCGA-44-6775	5
TCGA-44-6776	5
TCGA-44-6777	5
TCGA-44-6778	5
TCGA-44-6779	5
TCGA-44-7659	5
TCGA-44-7660	5
TCGA-44-7661	5
TCGA-44-7662	5
TCGA-44-7667	5
TCGA-44-7669	5
TCGA-44-7670	5
TCGA-44-7671	5
TCGA-44-7672	5
TCGA-44-8117	5
TCGA-44-8119	5
TCGA-44-8120	5
TCGA-44-A479	5
TCGA-44-A47A	5
TCGA-44-A47B	5
TCGA-44-A47F	5
TCGA-44-A47G	5
TCGA-44-A4SS	5
TCGA-44-A4SU	5
TCGA-46-3765	11
TCGA-46-3766	11
TCGA-46-3767	11
TCGA-46-3768	11
TCGA-46-3769	11
TCGA-46-6025	11
TCGA-46-6026	11
TCGA-49-4486	5
TCGA-49-4487	5
TCGA-49-4488	5
TCGA-49-4490	5
TCGA-49-4494	5
TCGA-49-4501	5
TCGA-49-4505	5
TCGA-49-4506	5
TCGA-49-4507	5
TCGA-49-4510	5
TCGA-49-4512	5
TCGA-49-4514	5
TCGA-49-6742	5
TCGA-49-6743	5
TCGA-49-6744	5
TCGA-49-6745	5
TCGA-49-6761	5
TCGA-49-6767	5
TCGA-50-5044	5
TCGA-50-5045	5
TCGA-50-5049	5
TCGA-50-5051	5
TCGA-50-5055	5
TCGA-50-5066	5
TCGA-50-5068	5
TCGA-50-5072	5
TCGA-50-5930	5
TCGA-50-5931	5
TCGA-50-5932	5
TCGA-50-5933	5
TCGA-50-5935	5
TCGA-50-5936	5
TCGA-50-5939	5
TCGA-50-5941	5
TCGA-50-5942	5
TCGA-50-5944	5
TCGA-50-5946	5
TCGA-50-6590	5
TCGA-50-6591	5
TCGA-50-6592	5
TCGA-50-6593	5
TCGA-50-6594	5
TCGA-50-6595	5
TCGA-50-6597	5
TCGA-50-6673	5
TCGA-50-7109	5
TCGA-50-8457	5
TCGA-50-8459	5
TCGA-50-8460	5
TCGA-51-4079	11
TCGA-51-4080	11
TCGA-51-4081	11
TCGA-51-6867	11
TCGA-52-7622	11
TCGA-52-7809	11
TCGA-52-7810	11
TCGA-52-7811	11
TCGA-52-7812	11
TCGA-53-7624	5
TCGA-53-7626	5
TCGA-53-7813	5
TCGA-53-A4EZ	5
TCGA-55-1592	5
TCGA-55-1594	5
TCGA-55-1595	5
TCGA-55-1596	5
TCGA-55-5899	5
TCGA-55-6543	5
TCGA-55-6642	5
TCGA-55-6712	5
TCGA-55-6968	5
TCGA-55-6969	5
TCGA-55-6970	5
TCGA-55-6971	5
TCGA-55-6972	5
TCGA-55-6975	5
TCGA-55-6978	5
TCGA-55-6979	5
TCGA-55-6980	5
TCGA-55-6981	5
TCGA-55-6982	5
TCGA-55-6983	5
TCGA-55-6984	5
TCGA-55-6985	5
TCGA-55-6986	5
TCGA-55-6987	5
TCGA-55-7227	5
TCGA-55-7281	5
TCGA-55-7283	5
TCGA-55-7284	5
TCGA-55-7570	5
TCGA-55-7573	5
TCGA-55-7574	5
TCGA-55-7576	5
TCGA-55-7724	5
TCGA-55-7725	5
TCGA-55-7726	5
TCGA-55-7727	5
TCGA-55-7728	5
TCGA-55-7815	5
TCGA-55-7816	5
TCGA-55-7903	5
TCGA-55-7907	5
TCGA-55-7910	5
TCGA-55-7911	5
TCGA-55-7913	5
TCGA-55-7914	5
TCGA-55-7994	5
TCGA-55-7995	5
TCGA-55-8085	5
TCGA-55-8087	5
TCGA-55-8089	5
TCGA-55-8090	5
TCGA-55-8091	5
TCGA-55-8092	5
TCGA-55-8094	5
TCGA-55-8096	5
TCGA-55-8097	5
TCGA-55-8203	5
TCGA-55-8204	5
TCGA-55-8205	5
TCGA-55-8206	5
TCGA-55-8207	5
TCGA-55-8208	5
TCGA-55-8299	5
TCGA-55-8301	5
TCGA-55-8302	5
TCGA-55-A48X	5
TCGA-55-A48Y	5
TCGA-55-A48Z	5
TCGA-55-A490	5
TCGA-55-A491	5
TCGA-55-A492	5
TCGA-55-A493	5
TCGA-55-A494	5
TCGA-55-A4DF	5
TCGA-55-A4DG	5
TCGA-56-1622	11
TCGA-56-5897	11
TCGA-56-5898	11
TCGA-56-6545	11
TCGA-56-6546	11
TCGA-56-7221	11
TCGA-56-7222	11
TCGA-56-7223	11
TCGA-56-7579	11
TCGA-56-7580	11
TCGA-56-7582	11
TCGA-56-7730	11
TCGA-56-7731	11
TCGA-56-7822	11
TCGA-56-7823	11
TCGA-56-8082	11
TCGA-56-8083	11
TCGA-56-8201	11
TCGA-56-8304	11
TCGA-56-8305	11
TCGA-56-8307	11
TCGA-56-8308	11
TCGA-56-8309	11
TCGA-56-8503	11
TCGA-56-8504	11
TCGA-56-8622	11
TCGA-56-8623	11
TCGA-56-8624	11
TCGA-56-8625	11
TCGA-56-8626	11
TCGA-56-8628	11
TCGA-56-8629	11
TCGA-56-A49D	11
TCGA-56-A4BW	11
TCGA-56-A4BX	11
TCGA-56-A4BY	11
TCGA-57-1582	6
TCGA-57-1583	6
TCGA-57-1584	6
TCGA-57-1585	6
TCGA-57-1586	6
TCGA-57-1992	6
TCGA-57-1993	6
TCGA-57-1994	6
TCGA-58-8386	11
TCGA-58-8387	11
TCGA-58-8388	11
TCGA-58-8390	11
TCGA-58-8391	11
TCGA-58-8392	11
TCGA-58-8393	11
TCGA-58-A46J	11
TCGA-58-A46K	11
TCGA-58-A46L	11
TCGA-58-A46M	11
TCGA-58-A46N	11
TCGA-59-2348	6
TCGA-59-2349	6
TCGA-59-2350	6
TCGA-59-2351	6
TCGA-59-2352	6
TCGA-59-2354	6
TCGA-59-2355	6
TCGA-59-2363	6
TCGA-59-2372	6
TCGA-60-2695	11
TCGA-60-2696	11
TCGA-60-2697	11
TCGA-60-2698	11
TCGA-60-2703	11
TCGA-60-2704	11
TCGA-60-2706	11
TCGA-60-2707	11
TCGA-60-2708	11
TCGA-60-2709	11
TCGA-60-2710	11
TCGA-60-2711	11
TCGA-60-2712	11
TCGA-60-2713	11
TCGA-60-2714	11
TCGA-60-2715	11
TCGA-60-2716	11
TCGA-60-2719	11
TCGA-60-2720	11
TCGA-60-2721	11
TCGA-60-2722	11
TCGA-60-2723	11
TCGA-60-2724	11
TCGA-60-2725	11
TCGA-60-2726	11
TCGA-61-1721	6
TCGA-61-1722	6
TCGA-61-1724	6
TCGA-61-1725	6
TCGA-61-1727	6
TCGA-61-1728	6
TCGA-61-1730	6
TCGA-61-1733	6
TCGA-61-1734	6
TCGA-61-1736	6
TCGA-61-1737	6
TCGA-61-1738	6
TCGA-61-1740	6
TCGA-61-1741	6
TCGA-61-1743	6
TCGA-61-1895	6
TCGA-61-1899	6
TCGA-61-1900	6
TCGA-61-1901	6
TCGA-61-1903	6
TCGA-61-1904	6
TCGA-61-1906	6
TCGA-61-1907	6
TCGA-61-1910	6
TCGA-61-1911	6
TCGA-61-1913	6
TCGA-61-1914	6
TCGA-61-1915	6
TCGA-61-1917	6
TCGA-61-1918	6
TCGA-61-1919	6
TCGA-61-1995	6
TCGA-61-1998	6
TCGA-61-2000	6
TCGA-61-2002	6
TCGA-61-2003	6
TCGA-61-2008	6
TCGA-61-2009	6
TCGA-61-2012	6
TCGA-61-2016	6
TCGA-61-2017	6
TCGA-61-2018	6
TCGA-61-2087	6
TCGA-61-2088	6
TCGA-61-2092	6
TCGA-61-2094	6
TCGA-61-2095	6
TCGA-61-2096	6
TCGA-61-2097	6
TCGA-61-2098	6
TCGA-61-2101	6
TCGA-61-2102	6
TCGA-61-2104	6
TCGA-61-2109	6
TCGA-61-2110	6
TCGA-61-2111	6
TCGA-61-2113	6
TCGA-61-2610	6
TCGA-61-2611	6
TCGA-61-2612	6
TCGA-61-2613	6
TCGA-61-2614	6
TCGA-62-8394	5
TCGA-62-8395	5
TCGA-62-8397	5
TCGA-62-8398	5
TCGA-62-8399	5
TCGA-62-8402	5
TCGA-62-A46O	5
TCGA-62-A46P	5
TCGA-62-A46R	5
TCGA-62-A46S	5
TCGA-62-A46U	5
TCGA-62-A46V	5
TCGA-62-A46Y	5
TCGA-62-A470	5
TCGA-62-A471	5
TCGA-62-A472	5
TCGA-63-5128	11
TCGA-63-5131	11
TCGA-63-6202	11
TCGA-63-7020	11
TCGA-63-7021	11
TCGA-63-7022	11
TCGA-63-7023	11
TCGA-64-1676	5
TCGA-64-1677	5
TCGA-64-1678	5
TCGA-64-1679	5
TCGA-64-1680	5
TCGA-64-1681	5
TCGA-64-5774	5
TCGA-64-5775	5
TCGA-64-5778	5
TCGA-64-5779	5
TCGA-64-5781	5
TCGA-64-5815	5
TCGA-66-2727	11
TCGA-66-2734	11
TCGA-66-2737	11
TCGA-66-2742	11
TCGA-66-2744	11
TCGA-66-2753	11
TCGA-66-2754	11
TCGA-66-2755	11
TCGA-66-2756	11
TCGA-66-2757	11
TCGA-66-2758	11
TCGA-66-2759	11
TCGA-66-2763	11
TCGA-66-2765	11
TCGA-66-2766	11
TCGA-66-2767	11
TCGA-66-2768	11
TCGA-66-2769	11
TCGA-66-2770	11
TCGA-66-2771	11
TCGA-66-2773	11
TCGA-66-2777	11
TCGA-66-2778	11
TCGA-66-2780	11
TCGA-66-2781	11
TCGA-66-2782	11
TCGA-66-2783	11
TCGA-66-2785	11
TCGA-66-2786	11
TCGA-66-2787	11
TCGA-66-2788	11
TCGA-66-2789	11
TCGA-66-2790	11
TCGA-66-2791	11
TCGA-66-2792	11
TCGA-66-2793	11
TCGA-66-2794	11
TCGA-66-2795	11
TCGA-66-2800	11
TCGA-67-3770	5
TCGA-67-3771	5
TCGA-67-3772	5
TCGA-67-3773	5
TCGA-67-3774	5
TCGA-67-3776	5
TCGA-67-4679	5
TCGA-67-6215	5
TCGA-67-6216	5
TCGA-67-6217	5
TCGA-68-7755	11
TCGA-68-7756	11
TCGA-68-7757	11
TCGA-68-8250	11
TCGA-68-8251	11
TCGA-69-7760	5
TCGA-69-7761	5
TCGA-69-7763	5
TCGA-69-7764	5
TCGA-69-7765	5
TCGA-69-7973	5
TCGA-69-7974	5
TCGA-69-7978	5
TCGA-69-7979	5
TCGA-69-7980	5
TCGA-69-8253	5
TCGA-69-8254	5
TCGA-69-8255	5
TCGA-69-8453	5
TCGA-70-6722	11
TCGA-70-6723	11
TCGA-71-6725	5
TCGA-72-4231	6
TCGA-72-4232	6
TCGA-72-4233	6
TCGA-72-4234	6
TCGA-72-4235	6
TCGA-72-4236	6
TCGA-72-4237	6
TCGA-72-4238	6
TCGA-72-4240	6
TCGA-72-4241	6
TCGA-73-4658	5
TCGA-73-4659	5
TCGA-73-4662	5
TCGA-73-4666	5
TCGA-73-4668	5
TCGA-73-4670	5
TCGA-73-4675	5
TCGA-73-4676	5
TCGA-73-4677	5
TCGA-73-7498	5
TCGA-73-7499	5
TCGA-74-6573	3
TCGA-74-6575	3
TCGA-74-6577	3
TCGA-74-6578	3
TCGA-74-6581	3
TCGA-74-6584	3
TCGA-75-5122	5
TCGA-75-5125	5
TCGA-75-5126	5
TCGA-75-5146	5
TCGA-75-5147	5
TCGA-75-6203	5
TCGA-75-6205	5
TCGA-75-6206	5
TCGA-75-6207	5
TCGA-75-6211	5
TCGA-75-6212	5
TCGA-75-6214	5
TCGA-75-7025	5
TCGA-75-7027	5
TCGA-75-7030	5
TCGA-75-7031	5
TCGA-76-4925	3
TCGA-76-4926	3
TCGA-76-4927	3
TCGA-76-4928	3
TCGA-76-4929	3
TCGA-76-4931	3
TCGA-76-4932	3
TCGA-76-4934	3
TCGA-76-4935	3
TCGA-76-6191	3
TCGA-76-6192	3
TCGA-76-6193	3
TCGA-76-6280	3
TCGA-76-6282	3
TCGA-76-6283	3
TCGA-76-6285	3
TCGA-76-6286	3
TCGA-76-6656	3
TCGA-76-6657	3
TCGA-76-6660	3
TCGA-76-6661	3
TCGA-76-6662	3
TCGA-76-6663	3
TCGA-76-6664	3
TCGA-77-6842	11
TCGA-77-6843	11
TCGA-77-6844	11
TCGA-77-6845	11
TCGA-77-7138	11
TCGA-77-7139	11
TCGA-77-7140	11
TCGA-77-7141	11
TCGA-77-7142	11
TCGA-77-7335	11
TCGA-77-7337	11
TCGA-77-7338	11
TCGA-77-7463	11
TCGA-77-7465	11
TCGA-77-8007	11
TCGA-77-8008	11
TCGA-77-8009	11
TCGA-77-8128	11
TCGA-77-8130	11
TCGA-77-8131	11
TCGA-77-8133	11
TCGA-77-8136	11
TCGA-77-8138	11
TCGA-77-8139	11
TCGA-77-8140	11
TCGA-77-8143	11
TCGA-77-8144	11
TCGA-77-8145	11
TCGA-77-8146	11
TCGA-77-8148	11
TCGA-77-8150	11
TCGA-77-8153	11
TCGA-77-8154	11
TCGA-77-8156	11
TCGA-78-7143	5
TCGA-78-7145	5
TCGA-78-7146	5
TCGA-78-7147	5
TCGA-78-7148	5
TCGA-78-7149	5
TCGA-78-7150	5
TCGA-78-7152	5
TCGA-78-7153	5
TCGA-78-7154	5
TCGA-78-7155	5
TCGA-78-7156	5
TCGA-78-7158	5
TCGA-78-7159	5
TCGA-78-7160	5
TCGA-78-7161	5
TCGA-78-7162	5
TCGA-78-7163	5
TCGA-78-7166	5
TCGA-78-7167	5
TCGA-78-7220	5
TCGA-78-7535	5
TCGA-78-7536	5
TCGA-78-7537	5
TCGA-78-7539	5
TCGA-78-7540	5
TCGA-78-7542	5
TCGA-78-7633	5
TCGA-79-5596	11
TCGA-80-5607	5
TCGA-80-5608	5
TCGA-80-5611	5
TCGA-81-5910	3
TCGA-81-5911	3
TCGA-83-5908	5
TCGA-85-6175	11
TCGA-85-6560	11
TCGA-85-6561	11
TCGA-85-6798	11
TCGA-85-7696	11
TCGA-85-7697	11
TCGA-85-7698	11
TCGA-85-7699	11
TCGA-85-7710	11
TCGA-85-7843	11
TCGA-85-7844	11
TCGA-85-7950	11
TCGA-85-8048	11
TCGA-85-8049	11
TCGA-85-8052	11
TCGA-85-8070	11
TCGA-85-8071	11
TCGA-85-8072	11
TCGA-85-8276	11
TCGA-85-8277	11
TCGA-85-8287	11
TCGA-85-8288	11
TCGA-85-8350	11
TCGA-85-8351	11
TCGA-85-8352	11
TCGA-85-8353	11
TCGA-85-8354	11
TCGA-85-8355	11
TCGA-85-8479	11
TCGA-85-8481	11
TCGA-85-8580	11
TCGA-85-8582	11
TCGA-85-8584	11
TCGA-85-8664	11
TCGA-85-8666	11
TCGA-85-A4CN	11
TCGA-86-6562	5
TCGA-86-6851	5
TCGA-86-7701	5
TCGA-86-7711	5
TCGA-86-7713	5
TCGA-86-7714	5
TCGA-86-7953	5
TCGA-86-7954	5
TCGA-86-7955	5
TCGA-86-8054	5
TCGA-86-8055	5
TCGA-86-8056	5
TCGA-86-8073	5
TCGA-86-8074	5
TCGA-86-8075	5
TCGA-86-8076	5
TCGA-86-8278	5
TCGA-86-8279	5
TCGA-86-8280	5
TCGA-86-8281	5
TCGA-86-8358	5
TCGA-86-8359	5
TCGA-86-A456	5
TCGA-86-A4D0	5
TCGA-86-A4JF	5
TCGA-86-A4P7	5
TCGA-86-A4P8	5
TCGA-87-5896	3
TCGA-90-6837	11
TCGA-90-7766	11
TCGA-90-7767	11
TCGA-90-7769	11
TCGA-90-7964	11
TCGA-91-6828	5
TCGA-91-6829	5
TCGA-91-6830	5
TCGA-91-6831	5
TCGA-91-6835	5
TCGA-91-6836	5
TCGA-91-6840	5
TCGA-91-6847	5
TCGA-91-6848	5
TCGA-91-6849	5
TCGA-91-7771	5
TCGA-91-A4BC	5
TCGA-91-A4BD	5
TCGA-92-7340	11
TCGA-92-7341	11
TCGA-92-8063	11
TCGA-92-8064	11
TCGA-92-8065	11
TCGA-93-7347	5
TCGA-93-7348	5
TCGA-93-8067	5
TCGA-93-A4JN	5
TCGA-93-A4JO	5
TCGA-93-A4JP	5
TCGA-93-A4JQ	5
TCGA-94-7033	11
TCGA-94-7557	11
TCGA-94-7943	11
TCGA-94-8035	11
TCGA-94-8490	11
TCGA-94-8491	11
TCGA-95-7039	5
TCGA-95-7043	5
TCGA-95-7562	5
TCGA-95-7567	5
TCGA-95-7944	5
TCGA-95-7947	5
TCGA-95-7948	5
TCGA-95-8039	5
TCGA-95-8494	5
TCGA-96-7544	11
TCGA-96-7545	11
TCGA-96-8169	11
TCGA-96-8170	11
TCGA-97-7546	5
TCGA-97-7547	5
TCGA-97-7552	5
TCGA-97-7553	5
TCGA-97-7554	5
TCGA-97-7937	5
TCGA-97-7938	5
TCGA-97-7941	5
TCGA-97-8171	5
TCGA-97-8172	5
TCGA-97-8174	5
TCGA-97-8175	5
TCGA-97-8177	5
TCGA-97-8179	5
TCGA-97-A4LX	5
TCGA-97-A4M0	5
TCGA-97-A4M1	5
TCGA-97-A4M2	5
TCGA-97-A4M3	5
TCGA-97-A4M5	5
TCGA-97-A4M6	5
TCGA-97-A4M7	5
TCGA-98-7454	11
TCGA-98-8020	11
TCGA-98-8021	11
TCGA-98-8022	11
TCGA-98-8023	11
TCGA-99-7458	5
TCGA-99-8025	5
TCGA-99-8028	5
TCGA-99-8032	5
TCGA-99-8033	5
TCGA-A1-A0SB	8
TCGA-A1-A0SD	8
TCGA-A1-A0SE	8
TCGA-A1-A0SF	8
TCGA-A1-A0SG	8
TCGA-A1-A0SH	8
TCGA-A1-A0SI	8
TCGA-A1-A0SJ	8
TCGA-A1-A0SK	8
TCGA-A1-A0SM	8
TCGA-A1-A0SN	8
TCGA-A1-A0SO	8
TCGA-A1-A0SP	8
TCGA-A1-A0SQ	8
TCGA-A2-A04N	8
TCGA-A2-A04P	8
TCGA-A2-A04Q	8
TCGA-A2-A04R	8
TCGA-A2-A04T	8
TCGA-A2-A04U	8
TCGA-A2-A04V	8
TCGA-A2-A04W	8
TCGA-A2-A04X	8
TCGA-A2-A04Y	8
TCGA-A2-A0CK	8
TCGA-A2-A0CL	8
TCGA-A2-A0CM	8
TCGA-A2-A0CO	8
TCGA-A2-A0CP	8
TCGA-A2-A0CQ	8
TCGA-A2-A0CR	8
TCGA-A2-A0CS	8
TCGA-A2-A0CT	8
TCGA-A2-A0CU	8
TCGA-A2-A0CV	8
TCGA-A2-A0CW	8
TCGA-A2-A0CX	8
TCGA-A2-A0CY	8
TCGA-A2-A0CZ	8
TCGA-A2-A0D0	8
TCGA-A2-A0D1	8
TCGA-A2-A0D2	8
TCGA-A2-A0D3	8
TCGA-A2-A0D4	8
TCGA-A2-A0EM	8
TCGA-A2-A0EN	8
TCGA-A2-A0EO	8
TCGA-A2-A0EP	8
TCGA-A2-A0EQ	8
TCGA-A2-A0ER	8
TCGA-A2-A0ES	8
TCGA-A2-A0ET	8
TCGA-A2-A0EU	8
TCGA-A2-A0EV	8
TCGA-A2-A0EW	8
TCGA-A2-A0EX	8
TCGA-A2-A0EY	8
TCGA-A2-A0ST	8
TCGA-A2-A0SU	8
TCGA-A2-A0SV	8
TCGA-A2-A0SW	8
TCGA-A2-A0SX	8
TCGA-A2-A0SY	8
TCGA-A2-A0T0	8
TCGA-A2-A0T1	8
TCGA-A2-A0T2	8
TCGA-A2-A0T3	8
TCGA-A2-A0T4	8
TCGA-A2-A0T5	8
TCGA-A2-A0T6	8
TCGA-A2-A0T7	8
TCGA-A2-A0YC	8
TCGA-A2-A0YD	8
TCGA-A2-A0YE	8
TCGA-A2-A0YF	8
TCGA-A2-A0YG	8
TCGA-A2-A0YH	8
TCGA-A2-A0YI	8
TCGA-A2-A0YJ	8
TCGA-A2-A0YK	8
TCGA-A2-A0YL	8
TCGA-A2-A0YM	8
TCGA-A2-A0YT	8
TCGA-A2-A1FV	8
TCGA-A2-A1FW	8
TCGA-A2-A1FX	8
TCGA-A2-A1FZ	8
TCGA-A2-A1G0	8
TCGA-A2-A1G1	8
TCGA-A2-A1G4	8
TCGA-A2-A1G6	8
TCGA-A2-A259	8
TCGA-A2-A25A	8
TCGA-A2-A25B	8
TCGA-A2-A25C	8
TCGA-A2-A25D	8
TCGA-A2-A25E	8
TCGA-A2-A25F	8
TCGA-A2-A3KC	8
TCGA-A2-A3KD	8
TCGA-A2-A3XS	8
TCGA-A2-A3XT	8
TCGA-A2-A3XU	8
TCGA-A2-A3XV	8
TCGA-A2-A3XW	8
TCGA-A2-A3XX	8
TCGA-A2-A3XY	8
TCGA-A2-A3XZ	8
TCGA-A2-A3Y0	8
TCGA-A3-3307	4
TCGA-A3-3308	4
TCGA-A3-3311	4
TCGA-A3-3316	4
TCGA-A3-3317	4
TCGA-A3-3319	4
TCGA-A3-3320	4
TCGA-A3-3322	4
TCGA-A3-3323	4
TCGA-A3-3324	4
TCGA-A3-3325	4
TCGA-A3-3326	4
TCGA-A3-3329	4
TCGA-A3-3331	4
TCGA-A3-3336	4
TCGA-A3-3343	4
TCGA-A3-3346	4
TCGA-A3-3347	4
TCGA-A3-3349	4
TCGA-A3-3351	4
TCGA-A3-3352	4
TCGA-A3-3357	4
TCGA-A3-3358	4
TCGA-A3-3359	4
TCGA-A3-3362	4
TCGA-A3-3363	4
TCGA-A3-3365	4
TCGA-A3-3367	4
TCGA-A3-3370	4
TCGA-A3-3372	4
TCGA-A3-3373	4
TCGA-A3-3376	4
TCGA-A3-3378	4
TCGA-A3-3380	4
TCGA-A3-3382	4
TCGA-A3-3383	4
TCGA-A3-3385	4
TCGA-A3-3387	4
TCGA-A5-A0G1	7
TCGA-A5-A0G2	7
TCGA-A5-A0G3	7
TCGA-A5-A0G5	7
TCGA-A5-A0G9	7
TCGA-A5-A0GA	7
TCGA-A5-A0GB	7
TCGA-A5-A0GD	7
TCGA-A5-A0GE	7
TCGA-A5-A0GG	7
TCGA-A5-A0GH	7
TCGA-A5-A0GI	7
TCGA-A5-A0GJ	7
TCGA-A5-A0GM	7
TCGA-A5-A0GN	7
TCGA-A5-A0GP	7
TCGA-A5-A0GQ	7
TCGA-A5-A0GR	7
TCGA-A5-A0GU	7
TCGA-A5-A0GV	7
TCGA-A5-A0GW	7
TCGA-A5-A0GX	7
TCGA-A5-A0R6	7
TCGA-A5-A0R7	7
TCGA-A5-A0R8	7
TCGA-A5-A0R9	7
TCGA-A5-A0RA	7
TCGA-A5-A0VO	7
TCGA-A5-A0VP	7
TCGA-A5-A0VQ	7
TCGA-A5-A1OF	7
TCGA-A5-A1OG	7
TCGA-A5-A1OH	7
TCGA-A5-A1OJ	7
TCGA-A5-A1OK	7
TCGA-A5-A2K2	7
TCGA-A5-A2K3	7
TCGA-A5-A2K4	7
TCGA-A5-A2K5	7
TCGA-A5-A2K7	7
TCGA-A5-A3LO	7
TCGA-A5-A3LP	7
TCGA-A6-2670	1
TCGA-A6-2671	1
TCGA-A6-2672	1
TCGA-A6-2674	1
TCGA-A6-2675	1
TCGA-A6-2676	1
TCGA-A6-2677	1
TCGA-A6-2678	1
TCGA-A6-2679	1
TCGA-A6-2680	1
TCGA-A6-2681	1
TCGA-A6-2682	1
TCGA-A6-2683	1
TCGA-A6-2684	1
TCGA-A6-2685	1
TCGA-A6-2686	1
TCGA-A6-3807	1
TCGA-A6-3808	1
TCGA-A6-3809	1
TCGA-A6-3810	1
TCGA-A6-4105	1
TCGA-A6-4107	1
